Subject	Condition	Gender	ZSTEM	ZNonSTEM	Zevap2	Zmathdevalue	ZSAQ1	ZMATHIDcomp	ZTone_pos	ZRAT_PercentCorrect	ZNback_Correct	Zcoratmpt	ZEngpercentDiff	ZCMpercentDiff																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
40015	1	2	-0.109392621	-0.133924139	1.538184767	-1.338381606	0.473472375	0.459957053	0.63791196	0.856799759	-0.096166713	0.702163392	0.058030064	-0.328483527																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
8143	1	1	-0.523473139	-0.461509017	0.616338395	-0.693832086	1.566682894	0.136998656	-0.241853186	1.315930964	-0.650947969	0.098762922	-0.267588109	-1.323368982																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
30088	2	2	0.430835001	0.388720386	0.616338395	-0.854969466	0.473472375	0.217738255	0.861624481	-0.061462644	1.845567682	-0.26327736	-0.267588109	-1.323368982																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
3571	1	1	-0.47949822	-0.486404101	1.538184767	-0.854969466	0.473472375	0.419587253	0.861624481	0.397668557	0.73600517	1.305563862	-0.732350629	-0.296207159																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
10146	1	2	-0.25006172	-0.306615493	-1.227354351	0.756404334	0.473472375	-0.508918137	0.861624481	0.856799759	-0.928338597	1.908964332	-0.732350629	-0.296207159																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
9064	1	1	-0.069033306	-0.179788794	-1.227354351	2.690052894	-0.073132884	-1.11446513	0.770830214	0.397668557	0.181223915	1.003863627	-0.615274324	-0.479130134																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
10010	1	1	-0.188242376	-0.160882768	0.616338395	-1.660656366	2.113288153	0.621436251	-1.886965624	1.315930964	0.73600517	1.250709274	-0.495622146	-0.204469574																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
30034	2	2	0.104666979	0.002615341	-0.305507978	-0.371557326	-1.166343402	0.298477854	-1.927666503	-0.979725047	-1.205729225	-1.711438488	-1.508153856	-0.65701287																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
10807	1	2	-0.338229406	-0.285962719	-1.227354351	-0.532694706	-0.073132884	-0.064850342	0.861624481	1.775062166	1.290786426	-0.26327736	-1.221233703	-0.738332788																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
30165	2	2	-0.234658249	-0.192946388	-1.227354351	0.917541714	-0.073132884	-0.468548337	-1.222658975	0.397668557		-1.711438488	-1.655666311	-0.904253589																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
8599	1	1	-0.487065528	-0.390960794	-1.227354351	0.917541714	-0.073132884	-0.387808738	0.63791196	-0.520593846	1.290786426	0.460803204	-0.74484486	0.20935537																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
21460	2	1	-0.465949206	-0.338971333	1.538184767	-2.144068506	2.113288153	0.863655048	-0.11035804	-0.520593846	1.845567682	-0.504637548	-0.74484486	0.20935537																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
10216	2	1	0.347922207	0.119142301	1.538184767	-1.660656366	-1.166343402	0.621436251	-1.701392387	-0.979725047	-0.096166713	0.098762922	-1.369416283	-1.058991515																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
10168	2	1	-0.447005829	-0.309434888	0.616338395	-1.499518986	0.473472375	0.500326852	-0.708347872	0.397668557	0.458614543	0.460803204	-0.615695667	-0.661997055																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
6868	1	1	0.692638392	0.172343635	0.616338395	-1.499518986	1.566682894	0.258108055	0.673774272	-0.979725047	-0.928338597	0.263326687	-0.247733584	-0.28291029																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
24449	2	1	-0.303524547	-0.213554931	-1.227354351	0.756404334	-0.073132884	-0.468548337	-0.001917238	-0.979725047	1.013395798	-1.108038018	-0.676673262	-1.209147079																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
9220	2	1	-0.925918081	-0.642261124	0.616338395	0.272992194	-1.712948661	-0.22632954	0.861624481	-0.979725047	-2.315291737	-0.504637548	0.147983297	-1.238827338																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
10351	1	2	-0.155593378	0.142567802	-1.227354351	0.272992194	-0.073132884	0.379217454	-1.222658975	1.315930964	1.013395798	-1.309171508	-0.231012427	-0.561318204																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
10762	2	1	0.905225705	-0.148406695	0.616338395	0.272992194	-0.073132884	-0.428178538	-1.597220907	-0.979725047	-0.928338597	-0.906904528	-0.675534402	-0.190715357																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
3964	1	1	-0.302072419	-0.202517564	-1.227354351	0.272992194	-0.073132884	0.136998656	-1.222658975	-0.979725047	-0.650947969	-1.228718112	-0.874060365	0.15461632																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
8953	2	1	-0.715025016	-0.556985735	0.616338395	0.434129574	-0.073132884	-0.105220141	0.861624481	-0.979725047	0.73600517	1.908964332	-0.988675047	0.07612868																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
10135	1	2	0.059754371	0.182881772	-0.305507978	0.434129574	-0.073132884	-0.347438939	0.861624481	-0.520593846	-0.928338597	-0.806337783	-1.237619834	-0.478093337																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
10209	2	2	0.123723788	-0.024070197	0.616338395	0.434129574	-0.073132884	-0.18595974	-1.222658975	0.856799759	0.73600517	-0.102370568	-0.520709638	-0.189509313																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
40030	1	2	-0.105978867	0.179759746	-1.227354351	0.917541714	0.473472375	-0.307069139	0.797869259	0.397668557	-0.096166713	-0.318975865	-1.437948731	-1.239800771																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
40016	1	1	-0.411588581	-0.391548099	-0.305507978	-0.693832086	0.473472375	0.217738255	-1.222658975	2.693324568	0.73600517	0.098762922	-1.559891077	-0.750728518																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
40097	1	2	-0.507677125	-0.434960399	0.616338395	-2.144068506	1.020077634	0.863655048	0.600911161	-0.520593846	0.181223915	0.098762922	-1.559891077	-0.750728518																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
10023	1	1	-0.644723302	-0.492007523	1.538184767	-0.854969466	1.566682894	0.379217454	0.304050906	-0.979725047	0.73600517	-0.806337783	-1.594855333	0.031875995																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
15052	2	1	-0.198395147	0.112150609	-0.305507978	-0.049282566	-0.073132884	-0.024480542	0.861624481	0.856799759	-0.096166713	-0.745997736	-1.594855333	0.031875995																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
10840	1	2	-0.14267532	-0.034480267	-1.227354351	1.239816474	-0.619738143	-1.033725531	0.600911161	-0.061462644	1.013395798	-0.26327736	-0.982188104	-0.987982941																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
10474	1	2	-0.085897703	0.050851507	-0.305507978	0.434129574	-0.073132884	-0.22632954	0.861624481	0.856799759	0.181223915	-0.504637548	-1.460977079	-0.56950232																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
8905	2	1	-0.372934265	-0.271835649	-1.227354351	1.239816474	0.473472375	-0.428178538	-1.927666503	0.397668557	0.181223915	-1.711438488	-1.335023972	-0.069003734																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
30208	2	2	-0.396874206	-0.329505187	1.538184767	1.884365994	-1.712948661	-0.468548337	0.861624481	1.315930964	1.845567682	-0.26327736	-0.629258551	-0.478230755																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
13906	2	1	-0.166302376	0.820520138	-1.227354351	0.917541714	-2.25955392	-0.18595974	-1.222658975	-0.979725047	2.12295831	-0.987357924	-1.850876124	-1.099892626																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
5263	1	1	-0.332430365	-0.293958205	-0.305507978	-0.049282566	-1.166343402	-0.347438939	-1.222658975	-0.979725047	1.013395798	0.460803204	0.033618922	-0.880762815																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
4099	1	2	0.078739187	0.098690977	0.616338395	-1.016106846	0.473472375	0.056259057	-1.927666503	1.315930964	-0.373557341	-0.394928372	-0.061824746	-0.59463372																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
40105	1	1	-0.249782397	-0.308072487	-1.227354351	-0.210419946	1.020077634	-0.064850342	0.857924401	-0.979725047	1.568177054	-0.806337783	-0.061824746	-0.59463372																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
12301	2	1	-0.164368543	-0.192430341	1.538184767	-1.177244226	0.473472375	0.379217454	0.861624481	0.397668557	1.290786426	-0.745997736	-0.880031185	-0.019750051																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
7156	1	2	-0.042749426	-0.07149364	-0.305507978	0.272992194	-0.073132884	-0.105220141	-0.398110406	-0.979725047	-0.096166713	-1.711438488	-0.487682404	-0.59625984																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
10152	2	2	-0.297446209	-0.207644797	0.616338395	0.272992194	-0.073132884	-0.347438939	0.861624481	-0.979725047	0.73600517	-1.452838286	-0.442041494	-0.632808876																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
11650	2	1	-0.253509353	-0.222294145	-1.227354351	-1.177244226	-0.073132884	0.136998656	0.861624481	-0.520593846	-0.373557341	-0.745997736	0.874800185	-1.040317667																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
8881	2	1	-0.333188175	-0.074485316	0.616338395	-0.210419946	1.020077634	0.015889257	0.412491709	-0.979725047	0.458614543	-0.159837279	0.229966807	-0.707581817																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
8602	2	1	-0.401719318	-0.357051854	-0.305507978	-0.049282566	1.020077634	0.136998656	0.487916414	-0.979725047	-0.096166713	0.551313274	-1.564984085	0.84723926																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
40146	1	2	-0.409457293	-0.42065924	0.616338395	-0.532694706	1.020077634	0.500326852	0.861624481	0.397668557	0.181223915	0.357363123	-0.034191862	-0.27957159																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
10017	1	2	0.335822362	0.068883784	1.538184767	-2.144068506	1.020077634	0.70217585	-0.672770181	-0.979725047	0.181223915	-0.806337783	0.258843821	-0.218887535																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
20109	2	1	-0.048240638	-0.107772953	1.538184767	-0.532694706	0.473472375	0.581066451	-1.222658975	1.775062166	0.73600517	1.908964332	-0.272484037	-0.593346135																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
