SubjectID,Gender,ZNBackAverage,ZTD1,ZTD2,ZSTEMAV2,ZNONSTEMAV2,ZDcorrect_Included,ZDwrong_Included,Zmathdevalue,ZGRIT_SCORE,Zcoratmpt,ZStigmaConsciousnessScore,ZMoodComp,ZSAQ1,ZWrongFeedback_Arousal_emotion_SelectedModularity_Theta,ZWrongFeedback_Arousal_emotion_SelectedModularity_Beta,ZWrongFeedback_Arousal_emotion_SelectedModularity_Gamma,ZWrongFeedback_DPD1_SelectedModularity_Theta,ZWrongFeedback_DPD1_SelectedModularity_Beta,ZWrongFeedback_DPD1_SelectedModularity_Gamma,ZSTEMGradeAll
55579,2,-0.1455,0.8904,0.33604,1.14563,1.65871,0.25436,0.96714,-0.33221,2.25809,-0.01577,-0.1836,-0.11349,-0.58992,0.31269,0.06493,0.92719,0.23224,0.41249,0.36788,-0.89865
55581,2,,-1.12124,1.5074,3.2304,2.38645,0.88826,0.15187,-0.50861,0.77865,-0.92937,0.07405,-0.11349,-0.58992,,,,,,,1.28065
55584,2,-1.01908,-1.12124,0.92172,0.16668,0.115,-0.84951,-0.84436,0.19697,1.14851,1.26327,-0.54432,0.92737,-0.58992,-0.98851,-2.50569,-0.98921,0.49265,0.90922,0.84298,-2.89634
55585,2,,,,,,,,,,,,,,,,,,,,-1.17106
55587,2,-1.39348,-1.12124,-1.42099,-0.68101,-0.50963,-0.873,1.19181,1.43174,0.03893,-0.92937,-1.61681,-0.738,1.44203,0.66312,0.04721,0.88328,0.92535,-0.93767,-0.63352,0.55422
55592,2,,,,,,,,,,,,,,,,,,,,0.91743
55593,2,,,,,,,,,,,,,,,,,,,,0.82663
55594,2,,,,,,,,,,,,,,,,,,,,0.91743
55595,2,,,,,,,,,,,,,,,,,,,,0.191
55596,2,,,,,,,,,,,,,,,,,,,,0.37261
55597,2,,,,,,,,,,,,,,,,,,,,-1.44347
55598,2,,,,,,,,,,,,,,,,,,,,-0.71704
101010,2,0.22889,0.8904,0.92172,-0.25481,-0.39539,,,-1.21418,-0.70079,-0.92937,0.46053,1.13555,0.0874,-2.23412,0.08852,-1.58672,0.69813,-0.10091,0.94165,-0.17221
111352,2,,-0.45069,-1.42099,,,,,-0.33221,0.03893,-0.01577,-1.34305,1.34372,-0.58992,,,,,,,0.191
111372,2,,-0.45069,-0.83531,,,,,0.54976,-0.33093,-0.92937,1.61998,2.59275,-1.26724,-1.63429,-0.90713,-0.60894,-0.02749,0.14473,-0.19681,-2.71473
555613,2,-0.64469,0.21985,1.5074,0.33405,-0.06649,0.5294,0.30427,-1.39058,-0.70079,-0.92937,-1.47188,-0.11349,0.0874,,,,,,,0.191
