ID,Group,gender,condition,ZENGDiff,ZSTEMMajorDiff,ZCMDiff,ZDV,Zmathid,ZSAQ1,Zevap2,ZDwrong,ZFDMNBG,ZSDMNBG,ZSFPNBG,ZFDPDBG,ZFDMNSMT,ZFDMNSMA,ZFDPDSMT,ZFDPDSMA,ZSDMNSMT,ZSFPNSMT,ZSFPNSMA,ZSDMNSMA,Zcoratmpt
11913,4,1,1,-0.79872,-0.76934,-0.93409,0.35933,-0.65055,0.01014,-0.59347,-0.4194,-0.35072,0.26994,-0.53745,-0.22938,0.51359,-0.06967,0.88008,-0.73859,,0.11725,0.39052,-1.85909,-1.50694
12258,4,1,1,0.21476,0.73161,1.36435,0.18045,0.47562,,-0.10598,-0.16856,0.83864,-0.36114,-1.07783,-2.8054,0.16856,0.65777,-2.19139,,-1.02451,-0.93698,-0.94941,-0.76987,-0.22372
12464,4,1,1,0.21476,0.73161,1.36435,0.18045,0.10023,0.78254,-1.08097,2.61767,-1.22968,0.21099,-0.20748,0.54097,-1.19021,-0.52396,0.0939,-0.62398,1.34908,-0.08604,-0.6449,0.63916,0.5462
17512,4,1,1,-0.09026,-1.12354,-0.05464,-0.89289,1.2264,0.78254,0.86901,-0.24962,0.11291,0.64811,0.23901,-0.64799,-0.17126,0.43377,-2.38796,-0.96105,0.10783,0.44247,0.19959,0.7448,-0.65146
19517,4,1,1,-0.4111,-0.40502,0.17906,0.18045,-1.92688,1.55494,-0.59347,0.83975,0.30201,-0.63302,0.89394,-1.52248,-0.03147,0.24203,0.01392,-0.65899,1.06931,0.03611,0.50696,-0.52702,1.23058
20464,4,1,1,0.01776,-2.63396,-1.41571,-0.35622,1.37655,0.01014,-1.08097,-1.68095,-0.01197,0.0599,0.34636,0.51166,0.34104,-0.31081,0.18335,-0.36258,0.58602,0.05744,0.48724,0.30158,-0.13818
22473,4,1,1,-0.00853,1.26177,-0.33536,0.53822,0.47562,-0.76227,-0.10598,-0.90092,,,,,,,,,,,,,-1.50694
23682,4,1,1,,,,-1.25067,-1.02594,0.78254,0.86901,0.26911,0.95699,0.30821,0.18511,-0.49859,1.30656,1.00639,-0.5856,0.40181,0.61953,0.15134,0.3815,-0.06624,0.01391
26930,4,1,1,-0.69818,1.4196,-0.08848,0.53822,0.10023,-0.76227,-0.59347,0.95582,1.35307,0.50491,1.21023,2.31442,-0.07924,0.64339,1.4081,2.12498,0.12063,0.44131,1.21586,-0.08303,0.77433
31577,4,1,1,-1.21034,-0.49351,0.73685,0.35933,0.5507,0.01014,1.84401,-0.60169,0.9242,0.60902,0.15411,0.99822,-0.17566,0.65026,0.94289,0.99905,0.27725,-0.24174,0.42256,0.19686,-1.0792
32777,4,1,1,0.44652,0.96896,-0.5165,0.71711,-1.25118,0.78254,-1.08097,1.22214,-0.62517,-0.68844,0.09696,0.60329,-0.37314,-0.05221,-0.02197,0.05026,-0.56878,0.14741,0.46537,-1.27405,1.05949
33013,4,1,1,0.25104,,,-0.35622,-0.35024,-1.53467,-1.08097,0.08874,0.39579,0.58115,0.21027,1.8208,-0.23011,0.1981,0.92758,0.5227,0.48898,-0.23354,0.31758,0.72442,-0.74651
33450,4,1,1,-0.00853,1.26177,-0.33536,0.35933,-0.12501,0.01014,0.86901,-0.39889,0.87649,0.80931,1.05574,-1.91289,-0.20359,-0.49019,-2.341,-1.89682,0.2918,0.58169,0.51729,0.89982,-1.50694
33958,4,1,1,-0.02671,-0.6542,0.72849,0.18045,0.10023,0.01014,1.35651,0.31445,-0.8553,-0.53446,0.9967,0.47426,0.35509,-0.30168,-0.30835,0.50918,-0.78543,1.32868,0.95432,0.11748,-0.82256
34787,4,1,1,-0.91284,-1.06471,-1.31458,-0.35622,0.10023,0.78254,-1.08097,0.55713,0.07079,-0.36608,-1.10495,0.6126,-2.8739,-0.71944,-0.95215,-0.05231,-0.49529,-1.04383,-1.31444,-0.00663,1.42612
35424,4,1,1,,,,-0.89289,1.45163,0.01014,0.86901,0.69368,0.0945,-0.5319,0.51734,-0.03371,0.48643,0.69377,-2.0835,0.43896,-1.81106,0.91849,0.37421,-1.66125,0.77433
37202,4,1,1,2.10093,-1.61765,-1.41571,0.18045,-1.25118,0.01014,-0.10598,0.8367,0.35796,-0.12702,0.50179,0.14062,1.21989,0.09156,0.47467,-0.26223,-1.45871,0.73203,0.74064,0.4425,0.01391
38801,4,1,1,-0.78631,1.25279,-0.18607,-1.42956,1.37655,-0.76227,-0.59347,-0.27724,-0.46793,,,1.32983,-1.45937,-0.31609,0.1141,0.97131,,,,,0.20401
38827,4,1,1,,,,,,,,0.86135,0.45873,0.64771,0.87967,0.81373,0.07483,0.14371,0.8067,1.0649,0.55359,1.0938,0.86235,1.03507,
39190,4,1,1,-0.4889,1.31036,-2.13189,1.61156,-1.92688,1.55494,0.86901,2.46141,0.28287,0.2632,0.67325,-0.74214,-0.2664,0.35648,-0.37148,-1.02568,-0.03067,0.99925,1.42817,0.71087,0.20401
40250,4,1,1,0.92871,0.1496,-0.03924,-0.89289,0.62577,0.78254,0.38152,0.3497,0.71854,0.96823,-0.61525,-0.8955,0.72892,1.11465,-0.52119,-0.38296,1.13921,0.63696,-0.26196,0.87215,-1.50694
40352,4,1,1,-0.49186,-1.3607,-0.35659,-0.35622,0.85101,0.78254,-1.56846,0.96804,0.48203,0.28696,-0.52845,1.0973,-1.47978,0.01747,0.61401,0.34725,-1.37946,0.55343,0.32079,-1.50781,0.20401
42672,4,1,1,0.38373,-0.64591,0.79029,-0.17733,-1.25118,-1.53467,-0.59347,1.40951,,0.89298,-0.63512,-0.96271,,,-2.08407,-0.42114,1.20044,-0.23588,0.17664,0.84835,1.91496
42943,4,1,1,-0.17687,-0.16755,0.22626,-1.25067,0.70085,0.78254,-1.08097,-0.86651,0.94236,,-2.46123,-0.30989,1.33958,1.20934,0.05917,-0.50664,-1.78418,-3.24572,-2.51899,-1.78347,-1.50694
46157,4,1,1,1.82108,-0.21458,0.51666,0.71711,-0.57547,-0.76227,1.35651,0.00362,0.96312,-0.30601,-1.80881,-1.16743,-0.97302,0.79943,-0.40684,0.05134,-0.53552,-1.17841,-1.02839,-0.28874,-0.65146
46256,4,1,1,0.75156,0.53831,1.72709,-1.07178,1.07624,0.01014,-1.56846,-1.1328,0.10746,0.56941,-0.1476,-0.46114,0.73285,0.0926,-0.88915,-0.84103,0.67181,0.27507,0.56801,0.42255,-0.3663
47142,4,1,1,-0.28866,-0.46176,0.35612,-0.89289,0.62577,0.78254,-1.08097,-0.2588,-0.05896,-0.86587,1.11584,-0.51099,0.56547,0.24071,-1.8314,-0.05717,0.78785,0.57376,1.21833,0.30419,-1.0792
54405,4,1,1,-1.07036,-0.6689,-1.28147,-1.25067,0.25038,-0.76227,1.84401,0.32136,0.31828,,,0.14295,0.51092,0.12186,-1.30171,-0.49675,,,,,0.5462
55082,4,1,1,-0.25495,-0.73085,-0.82894,-1.42956,0.62577,0.01014,1.35651,0.35214,0.41848,-1.79793,0.00689,1.57673,0.46614,0.25902,0.75908,1.67528,-1.8717,-0.7484,-0.19799,-1.92404,0.20401
57635,4,1,1,0.87324,0.32391,-1.51939,1.25378,-1.92688,1.55494,-0.59347,-0.51938,-0.74026,-0.56222,-0.05149,-0.48427,-1.26921,-0.75222,-1.70669,0.71969,-0.15241,0.15002,0.32067,-0.77753,0.63175
57811,4,1,1,0.79805,,-1.86018,-0.714,1.2264,0.78254,-0.59347,-0.31786,0.47958,,,0.77785,1.02472,0.6434,0.5141,0.92197,,,,,-0.82256
60970,4,1,1,-0.28866,-0.46176,0.35612,-1.42956,0.85101,0.01014,-1.56846,-0.51481,-2.05261,-0.07844,-1.14988,-0.03781,,-2.52991,-0.01758,0.37804,0.36469,0.2459,0.03609,-0.24951,1.34465
61523,4,1,1,-2.02237,-0.50904,-0.95634,-1.07178,1.45163,1.55494,1.84401,2.05996,0.47492,0.45236,0.88894,-0.23838,-0.91984,-0.44975,-0.42713,0.1267,0.4064,1.54658,0.72598,-0.68669,1.91496
63644,4,1,1,0.37263,-1.01689,-0.23648,-1.25067,,0.01014,-1.08097,0.84378,-0.64694,0.45736,-0.32769,-0.25652,-0.80629,-0.52555,-0.54364,0.16945,0.68711,-0.55561,-0.07618,0.7155,-0.3663
64360,4,1,1,-1.07036,-0.6689,-1.28147,-0.17733,0.5507,-1.53467,1.35651,0.17258,,,,,,,,,,,,,-1.50694
68985,4,1,1,2.10093,-1.61765,-1.41571,,,0.01014,,-0.41171,,,,,,,,,,,,,
70076,4,1,1,-0.70076,-1.28502,0.50579,-0.714,0.70085,0.01014,-0.59347,-0.02806,0.55042,0.40775,0.99942,-0.18312,0.64481,-0.07316,0.22126,0.931,0.54186,0.69349,0.68531,1.0082,0.77433
71377,4,1,1,0.18724,-1.44776,-1.22805,-1.25067,1.45163,0.78254,-0.10598,0.02182,0.38432,-0.48227,0.52626,-0.29303,0.45881,0.36831,-0.98337,-1.22388,0.10298,0.9633,0.98981,0.64923,-1.50694
73741,4,1,1,,1.66203,-0.10117,0.53822,-0.5004,0.01014,-1.56846,0.34404,0.3352,-2.22167,-3.00856,0.3574,-0.22246,0.23968,-1.94363,0.23623,-0.36678,-2.61946,,-1.93049,-0.65146
78818,4,1,1,-0.25495,-0.73085,-0.82894,-1.07178,1.45163,0.01014,0.38152,-1.09368,0.15341,-0.35167,1.15917,-0.22635,0.14909,0.31403,0.56043,0.13478,0.73181,0.33552,0.51029,0.6456,1.05949
79171,4,1,1,-0.60291,-0.60676,-0.28472,,,,,-1.49593,,,,,,,,,,,,,
80918,4,1,1,2.10093,-1.61765,-1.41571,,0.32546,,,-0.22093,,,,,,,,,,,,,-1.50694
81260,4,1,1,0.08316,-0.86812,0.59601,0.71711,-1.25118,0.01014,-0.59347,-0.52186,-0.71161,0.60975,-0.12829,-0.65951,-0.62833,-0.11085,0.37762,-0.62432,-1.93661,0.65767,0.74574,0.38685,0.5462
84894,4,1,1,-1.16868,-0.52433,-0.72097,1.79045,-1.25118,0.01014,-1.08097,1.59731,-0.64633,0.35416,0.86728,0.31994,0.1142,-0.00539,0.24159,0.70607,-0.38053,1.5173,0.72826,0.25944,-0.65146
85220,4,1,1,0.44652,0.96896,-0.5165,0.00156,0.10023,0.78254,1.84401,0.75963,0.99168,0.6053,-1.2001,0.90548,0.907,0.82019,0.41959,0.35097,-0.8349,-1.58227,-0.77135,0.41467,-0.22372
85831,4,1,1,-0.25495,-0.73085,-0.82894,0.35933,0.5507,-0.76227,-1.08097,-0.10448,1.03051,0.62644,0.58342,0.00013,0.47217,1.08562,0.59526,0.23902,0.9919,0.9513,0.63675,0.88755,-0.04041
87498,4,1,1,1.11062,0.30108,1.80241,-1.42956,1.00116,0.78254,0.38152,-0.99666,1.02368,0.61273,-0.29549,0.85521,1.13232,1.25816,1.79162,0.63618,0.51372,1.01462,0.29615,1.32457,-1.50694
92675,4,1,1,1.29053,2.20813,2.2268,-1.07178,0.77593,0.78254,1.84401,0.1994,0.0198,0.35381,-0.2317,-1.03312,0.85718,0.87584,0.25674,0.42827,-0.2701,-0.52755,-0.44349,0.41534,0.20401
93047,4,1,1,0.82352,-0.25249,-0.52187,0.00156,0.32546,0.01014,-0.59347,0.21167,-0.40904,0.12675,0.07869,-0.14648,0.64664,0.74525,0.39142,-0.42829,0.57146,-0.32665,-0.4769,-0.5,-0.74651
93310,4,1,1,-1.36623,-1.13874,-0.18729,,0.5507,,,0.19609,,,,,,,,,,,,,0.20401
93811,4,1,1,-1.5608,-0.85379,-1.04717,-0.89289,1.45163,0.01014,-0.59347,0.53128,0.0544,0.56581,0.63046,-0.41085,0.90735,0.92825,0.67407,-0.70515,0.98764,0.10826,0.25406,0.52915,1.23058
97882,4,1,1,-0.51038,-1.06798,-0.51035,-0.89289,0.77593,0.78254,-0.59347,-0.76165,0.65934,0.61982,-0.46144,-0.36915,-1.14351,0.80348,-2.68295,-1.20758,-0.27824,0.45931,-0.33702,-0.4316,-0.65146
97883,4,1,1,-1.29124,-0.66868,-0.85546,-1.25067,1.45163,0.01014,1.35651,-0.28261,0.80301,0.63235,1.12134,1.05936,0.59512,0.69536,0.64445,-0.16914,-0.79123,0.71343,1.35191,0.08175,-0.3663
98205,4,1,1,0.00934,0.87119,2.67601,1.07489,0.5507,0.78254,-1.08097,-0.53822,0.27947,-0.13718,0.74017,-0.21453,0.38714,0.30805,1.05321,0.20233,0.31197,1.27703,0.53243,-0.97958,0.20401
99631,4,1,1,2.10093,-1.61765,-1.41571,0.35933,0.47562,-0.76227,-0.10598,0.89186,0.91903,0.32636,1.32401,0.19194,-0.77424,1.08714,-1.58011,-0.83326,0.53821,1.19447,0.96868,0.853,-1.01809
