ID	Group	gender	condition	ZENGDiff	ZSTEMMajorDiff	ZCMDiff	ZDV	Zmathid	ZSAQ1	Zevap2	ZDwrong	ZFDMNBG	ZSDMNBG	ZSFPNBG	ZFDPDBG	ZFDMNSMT	ZFDMNSMA	ZFDPDSMT	ZFDPDSMA	ZSDMNSMT	ZSFPNSMT	ZSFPNSMA	ZSDMNSMA	coratmpt
5673	3	1	0	-0.162000078	0.795151113	0.528447886	1.79044893	-0.575473692	 	-0.593473209	-1.45910066	 	 	 	 	 	 	 	 	 	 	 	 	16.66666667
5679	1	0	0	-0.328419156	-0.523438133	0.118939303	2.148227462	-0.048426653	 	0.869014341	1.383980639	 	 	 	 	 	 	 	 	 	 	 	 	25
5685	3	1	0	-0.049387264	-0.585823575	1.451200821	0.180445537	-0.125006137	 	 	-0.095193961	 	 	 	 	 	 	 	 	 	 	 	 	71.42857143
5692	1	0	0	-0.764956133	0.135645991	-0.444293475	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0
5694	1	0	0	0.414609568	-0.431181458	0.102018076	-0.535111527	1.302976013	 	0.869014341	-0.978199092	 	 	 	 	 	 	 	 	 	 	 	 	100
5699	1	0	0	-0.181535076	0.651781014	1.96729472	-0.356222261	0.775928974	 	1.356510191	0.523390528	 	 	 	 	 	 	 	 	 	 	 	 	25
5706	1	0	0	-0.37825506	0.335470819	-0.454482498	1.074891866	-0.426819399	 	-1.080969059	-0.951465811	 	 	 	 	 	 	 	 	 	 	 	 	40
5739	2	0	1	0.211076397	0.632760037	0.188000896	0.001556271	-0.575473692	 	0.869014341	-0.707219778	 	 	 	 	 	 	 	 	 	 	 	 	40
5743	3	1	0	0.440339318	1.169730155	-0.11699997	-0.892890058	1.302976013	 	-1.080969059	0.80320648	 	 	 	 	 	 	 	 	 	 	 	 	60
5752	1	0	0	0.36284881	0.77586127	-1.494794201	0.538224069	-0.426819399	 	-0.105977359	0.771886363	 	 	 	 	 	 	 	 	 	 	 	 	33.33333333
5754	3	1	0	-0.20543289	-0.367362543	-0.547723631	1.432670398	0.998910413	 	-1.080969059	-1.161292452	 	 	 	 	 	 	 	 	 	 	 	 	80
5794	3	1	0	-1.487450779	0.761355375	-0.925056197	0.359334803	1.37730316	 	-0.593473209	1.505036142	 	 	 	 	 	 	 	 	 	 	 	 	28.57142857
5797	3	1	0	-0.254946224	-0.730851103	-0.82893503	0.180445537	0.775928974	 	-1.080969059	-0.743503309	 	 	 	 	 	 	 	 	 	 	 	 	50
5803	1	0	0	0.083162791	-0.868120328	0.596009225	0.359334803	0.174554787	 	-0.593473209	-1.162289469	 	 	 	 	 	 	 	 	 	 	 	 	0
5806	2	0	1	0.214758894	0.731609036	1.364347508	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0
5811	1	0	0	0.297369557	-0.069978328	0.270681157	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0
5812	3	1	0	0.958461497	0.559560765	0.005621243	0.180445537	-0.724127985	 	-1.080969059	0.474024934	 	 	 	 	 	 	 	 	 	 	 	 	83.33333333
5832	3	1	0	0.340613084	0.630660811	1.502446269	-0.177332995	-0.197080946	 	0.869014341	1.22997284	 	 	 	 	 	 	 	 	 	 	 	 	25
5840	2	0	1	-0.37825506	0.335470819	-0.454482498	0.180445537	0.775928974	 	0.869014341	0.64501282	 	 	 	 	 	 	 	 	 	 	 	 	0
5847	3	1	0	0.77356865	1.384550033	0.859117891	-0.177332995	-0.575473692	 	-0.593473209	-0.959192033	 	 	 	 	 	 	 	 	 	 	 	 	50
5853	1	0	0	-1.277574158	1.784753748	-0.947992591	0.538224069	0.325461418	 	 	0.831007309	 	 	 	 	 	 	 	 	 	 	 	 	50
5877	3	1	0	1.223362064	1.538310763	1.302344095	0.717113335	-1.102520732	 	-1.080969059	0.185155925	 	 	 	 	 	 	 	 	 	 	 	 	57.14285714
5884	2	0	1	1.771082711	2.082161166	-0.071513638	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0
5891	3	1	0	0.679388153	-0.376131237	-0.198011729	1.253781132	-0.048426653	 	-0.593473209	-2.97697385	 	 	 	 	 	 	 	 	 	 	 	 	0
5899	1	0	0	-0.254946224	-0.730851103	-0.82893503	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0
5900	1	0	0	0.209000517	0.324813371	-0.102069376	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0
5925	1	0	0	0.419727886	-1.102091535	-0.426001072	-0.356222261	0.775928974	 	0.869014341	1.292817423	 	 	 	 	 	 	 	 	 	 	 	 	50
5944	1	0	0	0.209000517	0.324813371	-0.102069376	-0.714000792	-0.048426653	 	1.356510191	0.054582816	 	 	 	 	 	 	 	 	 	 	 	 	33.33333333
5959	1	0	0	-0.934181528	-1.894457555	-0.144143212	0.180445537	0.100227641	 	0.869014341	0.068333214	 	 	 	 	 	 	 	 	 	 	 	 	33.33333333
5960	3	1	0	0.209000517	0.324813371	-0.102069376	3.221563057	-0.575473692	 	-1.080969059	-2.166291715	 	 	 	 	 	 	 	 	 	 	 	 	50
5964	2	0	1	0.209000517	0.324813371	-0.102069376	0.001556271	-1.926876358	 	0.869014341	-0.268978886	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
5972	1	0	0	-0.092890689	0.07325321	 	-1.429557856	0.998910413	 	0.869014341	0.655996245	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
5984	3	1	0	 	 	 	0.359334803	0.478620387	 	-0.105977359	0.728872377	 	 	 	 	 	 	 	 	 	 	 	 	100
5986	2	0	1	0.833655284	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0
5991	3	1	0	-0.441948289	-1.762042495	0.887876038	0.538224069	0.924583267	 	-1.080969059	2.390660397	 	 	 	 	 	 	 	 	 	 	 	 	50
5998	2	0	1	-1.05389369	0.371904563	1.016726125	-0.535111527	0.775928974	 	1.356510191	0.476757478	 	 	 	 	 	 	 	 	 	 	 	 	50
6006	1	0	0	0.266213316	-0.133637913	0.73733624	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0
6012	1	0	0	-1.291241893	-0.668683344	-0.855456607	2.684895259	-2.602577691	 	0.869014341	-0.60114031	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
6014	1	0	0	-1.635643402	2.261188496	2.365618503	0.359334803	0.174554787	 	0.869014341	0.08468839	 	 	 	 	 	 	 	 	 	 	 	 	16.66666667
6032	3	1	0	-0.261871712	-0.319921027	-0.286132801	0.359334803	0.701601827	 	-0.105977359	-2.474530139	 	 	 	 	 	 	 	 	 	 	 	 	75
6063	1	0	0	-0.139882115	-0.68850454	0.136965691	1.432670398	0.478620387	 	0.869014341	-0.189317401	 	 	 	 	 	 	 	 	 	 	 	 	16.66666667
6076	3	1	0	-0.846255277	-0.287654357	-0.781706469	0.8960026	-0.575473692	 	0.869014341	0.721330749	 	 	 	 	 	 	 	 	 	 	 	 	50
6083	1	0	0	-0.959070062	1.429085879	0.041653858	0.180445537	-0.80070747	 	 	0.972246355	 	 	 	 	 	 	 	 	 	 	 	 	50
6092	3	1	0	1.164779655	1.445742062	0.756643462	0.359334803	0.552947534	 	-0.105977359	-0.237737198	 	 	 	 	 	 	 	 	 	 	 	 	100
6104	3	1	0	-1.191635899	-1.78562571	-0.229734996	-0.892890058	1.37730316	 	-1.080969059	-0.986270828	 	 	 	 	 	 	 	 	 	 	 	 	83.33333333
6112	1	0	0	0.228867171	-0.837257165	-0.649985721	2.327116727	0.998910413	 	-1.080969059	-1.023774459	 	 	 	 	 	 	 	 	 	 	 	 	100
6118	1	0	0	 	1.189469785	0.865821489	0.717113335	0.85025612	 	-0.105977359	-1.243823177	 	 	 	 	 	 	 	 	 	 	 	 	50
6126	3	1	0	0.621895292	0.865381296	1.236959283	-0.356222261	-0.575473692	 	1.844006041	0.329692499	 	 	 	 	 	 	 	 	 	 	 	 	33.33333333
6163	3	1	0	-0.919030159	-1.347321193	-1.459187379	0.717113335	0.100227641	 	0.381518491	0.270762846	 	 	 	 	 	 	 	 	 	 	 	 	100
6184	3	1	0	0.209000517	0.324813371	-0.102069376	0.180445537	-0.798455132	 	-0.593473209	2.112821889	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
6192	1	0	0	-0.340751075	0.099504356	-0.134879137	0.001556271	0.998910413	 	1.356510191	-0.743503309	 	 	 	 	 	 	 	 	 	 	 	 	100
6200	3	1	0	-1.386950662	0.051769928	-0.409199926	1.253781132	0.100227641	 	-0.593473209	0.542183116	 	 	 	 	 	 	 	 	 	 	 	 	69.23076923
6211	3	1	0	-1.487450779	0.761355375	-0.925056197	 	0.701601827	 	 	1.313995183	 	 	 	 	 	 	 	 	 	 	 	 	0
6222	1	0	0	0.065492709	-0.699441637	-0.585240715	0.359334803	0.62727468	 	0.381518491	 	 	 	 	 	 	 	 	 	 	 	 	 	50
6245	1	0	0	-0.846255277	-0.287654357	-0.781706469	1.79044893	-0.953866439	 	-1.080969059	1.215700743	 	 	 	 	 	 	 	 	 	 	 	 	33.33333333
6252	1	0	0	1.119248971	0.026134489	-0.14797137	1.074891866	-0.426819399	 	-0.593473209	-0.83949132	 	 	 	 	 	 	 	 	 	 	 	 	75
6265	3	1	0	-0.981286013	-1.098523419	-0.823332795	1.79044893	-0.048426653	 	-1.080969059	-2.698955153	 	 	 	 	 	 	 	 	 	 	 	 	0
6266	3	1	0	-0.893757082	-1.087341087	-0.239756953	0.8960026	-1.102520732	 	0.381518491	1.987986664	 	 	 	 	 	 	 	 	 	 	 	 	-99
6268	3	1	0	-1.260160966	0.63057903	-0.093579553	0.359334803	0.552947534	 	-1.080969059	0.576834413	 	 	 	 	 	 	 	 	 	 	 	 	100
6269	3	1	0	0.136813091	-0.086658273	1.474666934	1.969338196	-0.649800839	 	-1.080969059	0.239913588	 	 	 	 	 	 	 	 	 	 	 	 	33.33333333
6342	1	0	0	-0.263335561	-0.614478901	1.959907086	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0
6368	3	1	0	-0.254946224	-0.730851103	-0.82893503	0.359334803	0.924583267	 	-1.080969059	-0.699813752	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
6376	3	1	0	-0.328419156	-0.523438133	0.118939303	1.432670398	0.248881934	 	-0.593473209	-1.502526475	 	 	 	 	 	 	 	 	 	 	 	 	80
6379	3	1	0	-0.288659221	-0.46176052	0.356117987	0.8960026	0.248881934	 	-0.593473209	0.799630372	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
6383	3	1	0	0.621895292	0.865381296	1.236959283	0.359334803	0.174554787	 	-1.080969059	-0.584225007	 	 	 	 	 	 	 	 	 	 	 	 	100
6403	3	1	0	-0.502126393	0.756481168	-0.510784557	1.432670398	0.775928974	 	-0.593473209	 	 	 	 	 	 	 	 	 	 	 	 	 	50
6413	2	0	1	-0.196627965	-0.445072896	-0.412532795	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0
6446	4	1	1	0.387508871	-1.565535762	-1.089766431	-0.714000792	1.001162751	 	 	-0.70918949	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
6487	4	1	1	-0.254946224	-0.730851103	-0.82893503	0.001556271	0.550695196	 	 	0.268934595	 	 	 	 	 	 	 	 	 	 	 	 	0
6556	2	0	1	0.383728403	-0.645910178	0.790292996	-1.429557856	0.550695196	 	 	0.626367864	 	 	 	 	 	 	 	 	 	 	 	 	-99
6564	4	1	1	0.372627365	-1.016888452	-0.236477539	-1.071779324	1.001162751	 	 	0.927686787	 	 	 	 	 	 	 	 	 	 	 	 	37.5
6578	2	0	1	0.396288127	2.866783011	2.276723037	-0.714000792	0.550695196	 	 	0.957541839	 	 	 	 	 	 	 	 	 	 	 	 	100
6660	2	0	1	-0.008525901	1.261766969	-0.335355316	0.538224069	0.100227641	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	28.57142857
6670	4	1	1	0.914837324	-0.515305456	0.934399582	-1.25066859	1.451630307	 	 	0.262356811	 	 	 	 	 	 	 	 	 	 	 	 	50
6671	4	1	1	1.965580655	1.587154845	-0.427646873	1.074891866	-0.350239915	 	 	0.405312276	 	 	 	 	 	 	 	 	 	 	 	 	33.33333333
6712	2	0	1	1.546372671	0.473092157	0.232833862	0.717113335	-0.575473692	 	 	1.651629635	 	 	 	 	 	 	 	 	 	 	 	 	0
6714	4	1	1	-0.008525901	1.261766969	-0.335355316	0.180445537	0.100227641	 	 	0.122543806	 	 	 	 	 	 	 	 	 	 	 	 	20
6747	4	1	1	-0.181535076	0.651781014	1.96729472	-0.535111527	0.775928974	 	 	1.034942705	 	 	 	 	 	 	 	 	 	 	 	 	100
6758	4	1	1	0.011764952	-0.760088803	-1.449774598	0.359334803	0.100227641	 	 	0.700970054	 	 	 	 	 	 	 	 	 	 	 	 	100
6769	2	0	1	-0.252095001	-0.224937077	0.513352371	1.253781132	0.100227641	 	 	-1.220336454	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
6846	4	1	1	-0.636088583	1.941806486	-0.764280506	-0.356222261	-0.80070747	 	 	0.411728935	 	 	 	 	 	 	 	 	 	 	 	 	20
6867	2	0	1	-0.048578351	0.60572626	-0.808722496	-0.714000792	-0.125006137	 	 	2.768983833	 	 	 	 	 	 	 	 	 	 	 	 	75
6871	4	1	1	-1.609114164	0.146090096	-0.348472893	0.359334803	-0.125006137	 	 	1.013241528	 	 	 	 	 	 	 	 	 	 	 	 	75
6886	4	1	1	0.083162791	-0.868120328	0.596009225	0.538224069	-1.025941248	 	 	-0.860543574	 	 	 	 	 	 	 	 	 	 	 	 	0
6903	2	0	1	-0.209292145	0.700998351	1.265693685	0.001556271	-0.575473692	 	 	0.013924074	 	 	 	 	 	 	 	 	 	 	 	 	100
6926	2	0	1	-1.486820464	-1.014429205	-0.463211603	1.253781132	-2.152110135	 	 	0.060824112	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
6928	2	0	1	0.094047289	-0.673734642	0.581490866	0.359334803	0.100227641	 	 	0.211139008	 	 	 	 	 	 	 	 	 	 	 	 	20
6942	4	1	1	0.1722373	0.533672099	-0.062568216	-0.714000792	0.775928974	 	 	0.5374048	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
6944	4	1	1	1.295588259	1.479903445	 	1.611559664	-1.476408803	 	 	0.214788333	 	 	 	 	 	 	 	 	 	 	 	 	25
6952	4	1	1	-0.196627965	-0.445072896	-0.412532795	-0.356222261	0.550695196	 	 	0.39833882	 	 	 	 	 	 	 	 	 	 	 	 	12.5
6964	2	0	1	-0.181000354	2.584075576	2.194530851	0.180445537	-0.575473692	 	 	0.493727611	 	 	 	 	 	 	 	 	 	 	 	 	50
6981	4	1	1	-0.254946224	-0.730851103	-0.82893503	0.359334803	-0.350239915	 	 	0.586559081	 	 	 	 	 	 	 	 	 	 	 	 	16.66666667
7002	2	0	1	-1.260160966	0.63057903	-0.093579553	1.611559664	-2.602577691	 	 	-0.553871131	 	 	 	 	 	 	 	 	 	 	 	 	33.33333333
7024	2	0	1	1.164779655	1.445742062	0.756643462	0.359334803	-1.025941248	 	 	-1.252928968	 	 	 	 	 	 	 	 	 	 	 	 	100
7031	4	1	1	0.209000517	0.324813371	-0.102069376	0.538224069	-0.350239915	 	 	1.25068757	 	 	 	 	 	 	 	 	 	 	 	 	75
7083	2	0	1	2.135640411	1.362635717	0.117706302	1.074891866	-1.926876358	 	 	0.270193189	 	 	 	 	 	 	 	 	 	 	 	 	0
7089	2	0	1	1.453583986	-0.501702656	0.744308051	0.180445537	-1.251175025	 	 	0.13767639	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
7095	4	1	1	0.540705026	0.523528198	0.16941151	0.538224069	-1.025941248	 	 	0.534987132	 	 	 	 	 	 	 	 	 	 	 	 	50
7108	4	1	1	0.214758894	0.731609036	1.364347508	0.538224069	0.100227641	 	 	0.702677351	 	 	 	 	 	 	 	 	 	 	 	 	85.71428571
7110	2	0	1	0.201497028	-1.201732034	-0.482714694	1.969338196	-2.602577691	 	 	1.300508176	 	 	 	 	 	 	 	 	 	 	 	 	0
7124	2	0	1	-0.512319786	-0.633708777	-0.159732058	1.074891866	-1.926876358	 	 	-2.642922454	 	 	 	 	 	 	 	 	 	 	 	 	26.66666667
7156	2	0	1	0.360589602	-0.488523308	1.285561036	0.8960026	-1.701642581	 	 	-0.57512573	 	 	 	 	 	 	 	 	 	 	 	 	25
7169	2	0	1	0.012272324	0.318142925	0.232658791	1.432670398	-1.476408803	 	 	0.51102512	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
7173	2	0	1	-0.962513391	1.38513711	-1.078135245	-0.714000792	1.001162751	 	 	0.350225117	 	 	 	 	 	 	 	 	 	 	 	 	20
7176	2	0	1	-0.288659221	-0.46176052	0.356117987	1.79044893	-2.602577691	 	 	-1.807597322	 	 	 	 	 	 	 	 	 	 	 	 	9.090909091
7196	4	1	1	-1.009861318	-0.642499206	0.135567309	0.359334803	-0.125006137	 	 	1.353551129	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
7221	4	1	1	0.383728403	-0.645910178	0.790292996	-0.177332995	0.100227641	 	 	1.695545409	 	 	 	 	 	 	 	 	 	 	 	 	33.33333333
7237	4	1	1	-0.27197541	-0.059742227	-0.251190427	0.8960026	-1.025941248	 	 	-2.273963624	 	 	 	 	 	 	 	 	 	 	 	 	33.33333333
7238	4	1	1	-0.063300147	-0.177591045	2.358798176	0.359334803	-0.350239915	 	 	1.474785077	 	 	 	 	 	 	 	 	 	 	 	 	20
7262	2	0	1	0.644931713	0.174974358	0.508487843	0.717113335	-0.350239915	 	 	0.43694898	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
7264	4	1	1	-1.359588378	-0.826708631	-0.560637948	0.359334803	0.100227641	 	 	0.379980246	 	 	 	 	 	 	 	 	 	 	 	 	33.33333333
7283	4	1	1	-0.610329865	-0.514370554	-0.428116199	0.180445537	-0.80070747	 	 	0.519187582	 	 	 	 	 	 	 	 	 	 	 	 	50
7296	2	0	1	0.209000517	0.324813371	-0.102069376	2.863784525	-2.377343914	 	 	1.432336169	 	 	 	 	 	 	 	 	 	 	 	 	40
7299	4	1	1	0.383728403	-0.645910178	0.790292996	-0.356222261	0.775928974	 	 	-0.162962207	 	 	 	 	 	 	 	 	 	 	 	 	40
7318	2	0	1	-0.229738726	0.216026684	-0.097848348	0.001556271	-0.125006137	 	 	0.957598395	 	 	 	 	 	 	 	 	 	 	 	 	60
7367	2	0	1	0.313598451	-0.946534454	0.488883379	1.432670398	-0.80070747	 	 	1.144957238	 	 	 	 	 	 	 	 	 	 	 	 	50
7371	4	1	1	-0.008525901	1.261766969	-0.335355316	1.79044893	-1.025941248	 	 	-1.921946722	 	 	 	 	 	 	 	 	 	 	 	 	75
7390	2	0	1	0.414609568	-0.431181458	0.102018076	-0.356222261	-0.575473692	 	 	0.661046091	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
7440	4	1	1	-1.487470469	-1.228103983	-1.67615003	0.001556271	0.550695196	 	 	-0.439040401	 	 	 	 	 	 	 	 	 	 	 	 	50
7455	2	0	1	-1.020022584	1.215077093	-0.855802692	1.611559664	-1.476408803	 	 	-0.034986593	 	 	 	 	 	 	 	 	 	 	 	 	83.33333333
7458	2	0	1	-0.008525901	1.261766969	-0.335355316	0.180445537	-1.476408803	 	 	-0.882527131	 	 	 	 	 	 	 	 	 	 	 	 	0
7471	4	1	1	-0.254946224	-0.730851103	-0.82893503	1.611559664	-0.350239915	 	 	0.083192816	 	 	 	 	 	 	 	 	 	 	 	 	100
7500	4	1	1	0.209000517	0.324813371	-0.102069376	-0.892890058	1.226396529	 	 	0.34446559	 	 	 	 	 	 	 	 	 	 	 	 	25
7515	4	1	1	-1.153632157	-0.47496895	-0.198909684	0.359334803	-0.125006137	 	 	1.807450796	 	 	 	 	 	 	 	 	 	 	 	 	20
7528	2	0	1	-0.288659221	-0.46176052	0.356117987	0.538224069	-0.350239915	 	 	0.124500081	 	 	 	 	 	 	 	 	 	 	 	 	33.33333333
7581	4	1	1	-0.972455356	0.434344667	-0.450198949	2.863784525	-2.602577691	 	 	0.23868628	 	 	 	 	 	 	 	 	 	 	 	 	20
7599	2	0	1	1.965580655	1.587154845	-0.427646873	0.001556271	-1.251175025	 	 	-1.412190236	 	 	 	 	 	 	 	 	 	 	 	 	100
7677	4	1	1	 	 	 	1.253781132	-1.025941248	 	 	2.253995307	 	 	 	 	 	 	 	 	 	 	 	 	60
7710	4	1	1	0.446524618	0.968964152	-0.516503232	1.432670398	-0.80070747	 	 	1.19145054	 	 	 	 	 	 	 	 	 	 	 	 	50
8325	3	1	0	-0.066392045	-1.057883999	0.903334795	 	0.775928974	0.782540422	 	-1.28000444	-0.297824384	 	 	2.022470463	-0.060389935	-0.30375618	1.405477734	1.783940746	 	 	 	 	0
10271	2	0	1	-1.190549684	-0.582853629	0.294855575	-1.429557856	0.851006899	0.782540422	-1.568464909	-0.293003426	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
10348	3	1	0	-0.523739561	-0.639705826	-1.875769927	-1.071779324	-0.350239915	0.010136534	-1.568464909	0.560149813	-0.665827177	0.648508498	-0.084447673	-1.296050486	-0.40627114	-1.48050167	-1.092936065	-0.932854184	0.517137466	-2.078026496	-0.373436113	-0.643706306	40
10393	3	1	0	0.873241487	0.323908688	-1.519393914	-0.177332995	0.775928974	0.782540422	-1.568464909	-0.289551601	-1.613378779	-1.51037159	0.137689061	0.336617827	-0.963722424	-1.301576139	0.458249427	1.010190925	-0.140091721	-0.058715967	0.275140083	-1.608377564	71.42857143
10427	3	1	0	-0.340751075	0.099504356	-0.134879137	0.359334803	-0.575473692	-1.534671243	-1.568464909	0.488840729	-0.225213418	0.903919862	-3.48278097	0.900986863	0.533485797	-0.008227604	-0.013634801	-0.567690893	1.058325526	-1.596353603	-2.202219488	1.090471805	50
10447	3	1	0	-1.366229606	-1.13874036	-0.187287879	 	0.625773122	 	 	-0.578637499	0.244027486	-0.71526908	0.328350601	-0.120632243	0.094539187	-0.095604035	-0.662675367	0.438291115	-0.891189175	1.394582347	1.126265985	0.128381639	50
10499	2	0	1	 	0.417908916	2.12753187	-1.429557856	0.025149715	-0.762267354	0.381518491	-0.15598667	0.699595877	0.817905843	0.837633442	1.296708965	0.35911278	0.344817543	0.976715931	0.924952926	-0.128615546	-0.155235425	1.012596058	0.333208149	66.66666667
10638	3	1	0	0.669260207	-0.995651136	-1.569526257	-0.714000792	0.851006899	-1.534671243	-1.568464909	-0.956854595	-0.168301732	0.181646558	0.155648546	-0.155295617	1.027322873	0.932333984	-0.880188865	0.043553628	-0.548907037	0.539538187	-0.878065906	-0.716549041	20
10642	4	1	1	-0.689810139	2.255122868	0.047968498	0.180445537	-1.101019174	-0.762267354	-1.568464909	-1.085497657	-0.877832605	-1.409384867	-0.143176039	0.177572502	0.682131677	-0.334439157	1.049936706	-0.135584306	-0.823282875	-0.203041058	-0.298728933	-1.477466843	0
10767	4	1	1	-0.254946224	-0.730851103	-0.82893503	0.359334803	0.700851048	0.010136534	-1.568464909	0.398129827	-0.620765298	-0.10670054	1.092743335	-0.54609988	-0.36075065	0.418818892	-1.130850003	-1.370813568	-0.816803946	1.799604706	1.386363562	0.229645381	60
10928	4	1	1	0.209000517	0.324813371	-0.102069376	-0.892890058	-0.049928211	0.010136534	-1.568464909	-0.69317358	0.270664521	0.338820853	-0.226248263	-0.679448228	0.04006438	-1.046438603	-0.310402401	-0.412091269	-2.146127883	-0.421327256	-0.305273314	-1.035450076	25
10934	2	0	1	-1.373201151	-0.886447135	-1.188200589	0.001556271	 	-0.762267354	-1.080969059	0.390606147	 	 	 	 	 	 	 	 	 	 	 	 	80
11020	4	1	1	0.941305296	0.3808797	 	0.359334803	-0.049928211	-0.762267354	-1.568464909	-0.094872059	0.490023585	-0.005580322	0.509791846	-1.616116184	-0.31665556	0.246532834	0.75332424	-0.904206792	1.004018539	1.888676741	0.573893327	0.994931853	37.5
11037	4	1	1	-1.120999501	-0.453879066	2.531762598	-0.892890058	1.001162751	-0.762267354	-1.568464909	-0.003601374	1.386198714	0.606107533	0.629405535	-0.860305365	1.740602719	1.602295588	-0.75157897	-2.236932398	0.85360758	0.818760573	-0.511465946	-0.456723708	100
11100	3	1	0	-0.317069552	-0.986171255	0.470229669	-0.714000792	0.325461418	 	-1.080969059	-0.30215363	0.035403718	1.038594695	-0.333421388	0.872732409	-0.044463589	-0.273957843	0.595194718	0.950172102	0.761245015	-0.850268126	0.080564915	1.198335224	57.14285714
11362	3	1	0	1.633669563	2.424953323	0.046862029	-0.714000792	0.100227641	0.010136534	0.381518491	-0.484542119	-1.061472349	0.849332059	-1.205295032	0.366702864	-1.298472763	-0.628000934	-0.416432342	0.686695134	1.074477476	-1.091133973	0.285857258	0.355114566	0
11408	4	1	1	-0.288659221	-0.46176052	0.356117987	1.253781132	-0.725629544	-0.762267354	-0.593473209	-0.065057702	0.809043969	0.341906815	0.464273208	0.763635627	-0.202008268	0.72267927	1.552776102	0.708380555	0.942964811	0.830138513	1.385676348	0.595333315	28.57142857
11443	1	0	0	1.45186415	 	1.839069888	0.538224069	-1.251175025	-1.534671243	1.356510191	-0.383065438	 	 	 	 	 	 	 	 	 	 	 	 	100
11479	1	0	0	0.383728403	-0.645910178	0.790292996	 	-0.275161989	 	-1.568464909	-0.357451071	-1.059407946	-0.551225398	1.360499669	-0.621955197	0.350564277	-1.024909234	1.40839757	0.616174489	0.767319608	0.923386419	1.201536825	-1.599939452	0
11762	4	1	1	2.100932829	-1.61764766	-1.415709281	 	 	 	-0.105977359	1.628610774	 	 	 	 	 	 	 	 	 	 	 	 	50
11848	4	1	1	0.794071836	0.623482582	-0.236466444	-0.356222261	0.625773122	0.010136534	-0.105977359	-1.03775765	-1.233751658	-0.724103106	-1.34204413	-0.189768884	-0.858087485	-1.238293899	-0.277018528	0.391831941	-0.748089924	-0.782012361	-0.585779717	-0.388475582	14.28571429
11874	3	1	0	-0.45879089	-0.799851541	-1.206832453	-0.177332995	0.851006899	0.010136534	0.381518491	0.59671287	-2.18624698	0.316976639	-0.91123513	-0.768245106	 	 	-0.344298373	0.434741085	-2.460022621	0.532366077	-0.762717706	-0.066192543	0
11913	4	1	1	-0.798720938	-0.769342676	-0.93408563	0.359334803	-0.650551618	0.010136534	-0.593473209	-0.419399627	-0.350718772	0.269941496	-0.537449455	-0.22937707	0.513589068	-0.069670246	0.880075194	-0.738593048	 	0.1172519	0.390516953	-1.859091179	0
12036	3	1	0	-1.414201656	0.35677821	-0.658560767	-0.177332995	1.151318603	0.010136534	-0.593473209	-0.337810541	0.867773666	0.760947871	0.346663281	-0.761639033	1.197338298	0.692325397	-1.339784822	-1.224079333	0.690755808	0.244702775	0.146662329	0.590891822	14.28571429
12047	2	0	1	-0.855203981	0.013148451	0.250770133	-1.25066859	1.451630307	0.010136534	0.869014341	0.448761487	 	 	 	 	 	 	 	 	 	 	 	 	50
12120	1	0	0	 	 	 	0.180445537	0.100227641	0.010136534	0.381518491	-1.104995657	-0.727054316	0.190413597	0.393874358	0.951786613	-0.916784178	-0.779206271	1.233281226	0.868517629	-0.843530047	1.396219478	0.077653088	0.193036513	50
12124	3	1	0	2.392878697	-0.207198241	-0.348027908	-0.177332995	0.775928974	-0.762267354	1.356510191	0.345669896	0.324950112	0.89269487	0.241764405	0.755410091	0.97354839	1.132945391	-0.37481689	0.197076566	0.725330731	1.644128142	0.974295882	1.0196686	40
