ID	Group	gender	condition	ZENGDiff	ZSTEMMajorDiff	ZCMDiff	ZDV	Zmathid	ZSAQ1	Zevap2	ZDwrong	ZFDMNBG	ZSDMNBG	ZSFPNBG	ZFDPDBG	ZFDMNSMT	ZFDMNSMA	ZFDPDSMT	ZFDPDSMA	ZSDMNSMT	ZSFPNSMT	ZSFPNSMA	ZSDMNSMA	coratmpt
5464	1	0	0	-0.486688327	-1.538253153	-0.660195428	0.180445537	-1.251175025	 	0.381518491	-0.008906409	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
5488	3	1	0	-0.035880977	-0.122966403	-1.235533009	-1.071779324	1.37730316	 	-1.080969059	-1.278740209	 	 	 	 	 	 	 	 	 	 	 	 	25
5490	3	1	0	0.209000517	0.324813371	-0.102069376	1.074891866	-0.649800839	 	-0.593473209	-3.296539196	 	 	 	 	 	 	 	 	 	 	 	 	20
5502	1	0	0	-0.254946224	-0.730851103	-0.82893503	0.359334803	-0.048426653	 	0.869014341	1.41132988	 	 	 	 	 	 	 	 	 	 	 	 	0
5506	3	1	0	-0.314203329	-1.225452432	-0.787061733	0.359334803	1.07323756	 	-0.593473209	-0.684127841	 	 	 	 	 	 	 	 	 	 	 	 	83.33333333
5518	3	1	0	0.739638707	0.445951535	-0.334081044	0.538224069	0.100227641	 	0.869014341	-0.315486211	 	 	 	 	 	 	 	 	 	 	 	 	100
5524	1	0	0	0.75155691	0.538313149	1.727090259	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0
5529	1	0	0	0.340613084	0.630660811	1.502446269	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0
5530	3	1	0	-0.981286013	-1.098523419	-0.823332795	0.538224069	-0.125006137	 	 	0.312789903	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
5532	1	0	0	-1.632768745	1.020309982	-1.303562669	 	0.025900494	 	 	1.052584178	 	 	 	 	 	 	 	 	 	 	 	 	0
5533	1	0	0	-1.87644326	-1.006483739	-0.903803579	2.148227462	-1.926876358	 	 	0.099237082	 	 	 	 	 	 	 	 	 	 	 	 	16.66666667
5555	1	0	0	2.077174518	-1.163901536	1.312884388	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0
5557	1	0	0	-0.094024104	-0.71499796	-0.680230529	0.538224069	-0.278165106	 	-0.593473209	0.443757782	 	 	 	 	 	 	 	 	 	 	 	 	50
5559	3	1	0	0.149863771	-1.367778174	-1.398755871	0.001556271	-0.048426653	 	-0.105977359	2.141669581	 	 	 	 	 	 	 	 	 	 	 	 	71.42857143
5560	3	1	0	-1.184290726	 	1.256925917	0.180445537	0.100227641	 	-0.105977359	0.818607142	 	 	 	 	 	 	 	 	 	 	 	 	100
5564	1	0	0	1.245481327	0.528074193	-0.441592217	1.432670398	-1.778222065	 	0.381518491	1.741210658	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
5567	3	1	0	-0.010430787	-1.088908251	-0.943821569	0.001556271	-0.352492252	 	-0.105977359	-0.485032541	 	 	 	 	 	 	 	 	 	 	 	 	42.85714286
5580	1	0	0	-0.252095001	-0.224937077	0.513352371	-0.356222261	-0.80070747	 	 	0.020871737	 	 	 	 	 	 	 	 	 	 	 	 	33.33333333
5581	3	1	0	-1.585171035	-1.632528418	-0.213866709	0.359334803	0.62727468	 	-0.593473209	-0.074054241	 	 	 	 	 	 	 	 	 	 	 	 	60
5588	1	0	0	0.153043978	1.788296847	-1.245014684	2.327116727	-0.649800839	 	0.869014341	-0.873095096	 	 	 	 	 	 	 	 	 	 	 	 	40
5604	1	0	0	-0.046335616	0.740470656	-0.707160628	-0.177332995	0.100227641	 	-1.080969059	-0.067477032	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
5606	1	0	0	-0.770095678	-0.781467551	-0.736806096	0.8960026	-1.251175025	 	-0.593473209	-0.003189973	 	 	 	 	 	 	 	 	 	 	 	 	66.66666667
5616	1	0	0	-0.807434939	-1.227019292	-0.025841427	0.8960026	-0.122753799	 	-1.080969059	-0.152377082	 	 	 	 	 	 	 	 	 	 	 	 	80
5623	1	0	0	0.209335777	 	2.088787446	2.148227462	-1.548483612	 	-1.080969059	0.263239137	 	 	 	 	 	 	 	 	 	 	 	 	0
5626	3	1	0	-0.254946224	-0.730851103	-0.82893503	-0.356222261	-0.048426653	 	-0.593473209	 	 	 	 	 	 	 	 	 	 	 	 	 	40
5628	3	1	0	-0.102737865	0.87880884	-0.488678364	1.432670398	0.025900494	 	0.381518491	-0.962399965	 	 	 	 	 	 	 	 	 	 	 	 	20
5632	1	0	0	-0.229738726	0.216026684	-0.097848348	1.074891866	-0.197080946	 	-1.080969059	-2.443881765	 	 	 	 	 	 	 	 	 	 	 	 	33.33333333
5633	1	0	0	-1.909857567	-1.161568612	-0.777387724	0.538224069	-2.075530651	 	0.381518491	-0.2574754	 	 	 	 	 	 	 	 	 	 	 	 	20
5634	1	0	0	-0.943914424	0.721022668	-1.05285372	1.611559664	-0.197080946	 	-1.080969059	-1.471585814	 	 	 	 	 	 	 	 	 	 	 	 	80
5636	3	1	0	-0.559809588	-1.444764624	-0.832452894	-0.356222261	1.37730316	 	-1.080969059	-1.062441908	 	 	 	 	 	 	 	 	 	 	 	 	40
5642	1	0	0	-0.340751075	0.099504356	-0.134879137	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0
5669	1	0	0	0.209000517	0.324813371	-0.102069376	 	0.998910413	 	 	-0.626313084	 	 	 	 	 	 	 	 	 	 	 	 	0
